name,lat,lon,source
EVCOR,50.93726,-7.11441,uk-aip
EVEBY,43.53806,-71.53399,faa-nasr
EVITE,43.3198,-71.90935,faa-nasr
EVNAL,57.40852,-9.5,uk-aip
EVOLE,43.20292,-70.71124,faa-nasr
EVPAW,41.17971,-69.78758,faa-nasr
EVRIN,51.78235,-6.56323,uk-aip
EVTOL,52.18371,-5.52056,uk-aip
EWILT,44.61669,-70.15594,faa-nasr
EXALT,42.71906,-70.61351,faa-nasr
EXUFI,41.54858,-70.33181,faa-nasr
EXXRO,42.5773,-71.19319,faa-nasr
EXXXX,42.34363,-71.35127,faa-nasr
EYEES,45.13441,-70.48962,faa-nasr
EZKOW,42.67271,-71.22386,faa-nasr
FABBO,43.35982,-71.77256,faa-nasr
FABEB,45.16189,-67.32482,faa-nasr
FABEM,44.16776,-70.50107,faa-nasr
FABIG,42.99678,-71.14798,faa-nasr
FABIM,43.61617,-71.14096,faa-nasr
FABIX,42.05111,-70.26861,faa-nasr
FACNO,43.33159,-70.84201,faa-nasr
FAFNR,43.93414,-69.97697,faa-nasr
FAIRR,45.6263,-70.05204,faa-nasr
FALAG,41.69031,-71.49884,faa-nasr
FALMA,41.37282,-71.17118,faa-nasr
FALMO,44.09116,-70.25729,faa-nasr
FAMCI,44.75968,-70.15907,faa-nasr
FAMRR,42.27672,-71.08147,faa-nasr
FANRA,45.13353,-70.06809,faa-nasr
FARAM,44.34632,-70.65656,faa-nasr
FARED,42.02542,-70.91394,faa-nasr
FARGU,41.05138,-69.95811,faa-nasr
FARUS,44.55162,-70.54266,faa-nasr
FARYL,42.76475,-70.91368,faa-nasr
FASEM,42.31645,-71.12399,faa-nasr
FAWER,43.64203,-70.26929,faa-nasr
FEBMA,43.15729,-71.60675,faa-nasr
FEBOB,46.73229,-68.07071,faa-nasr
FEDDY,61.7,-67.0,faa-nasr
FEDED,41.90681,-71.27243,faa-nasr
FEEST,42.40954,-70.80838,faa-nasr
FEFOX,41.67883,-71.36457,faa-nasr
FEGMU,42.33665,-71.37184,faa-nasr
FEGUD,44.86412,-66.92537,faa-nasr
FEKWU,41.60882,-71.34065,faa-nasr
FELER,42.6114,-71.50238,faa-nasr
FENIP,42.08408,-71.37334,faa-nasr
FENWY,42.36975,-70.71834,faa-nasr
FEPUV,44.47631,-70.46628,faa-nasr
FERIM,45.06521,-69.31032,faa-nasr
FERNS,43.0314,-71.48354,faa-nasr
FERNZ,41.84317,-69.78142,faa-nasr
FEROG,46.47278,-67.96891,faa-nasr
FEXGO,40.67028,-69.22967,faa-nasr
FEXUX,41.68203,-71.46163,faa-nasr
FIBAB,42.73023,-71.94009,faa-nasr
FIBNI,42.38793,-71.2664,faa-nasr
FIDES,42.35762,-71.1672,faa-nasr
FIGOL,42.15971,-71.15628,faa-nasr
FIGOP,44.17721,-70.29316,faa-nasr
FILYP,41.77405,-71.31371,faa-nasr
FINGA,42.85203,-71.97762,faa-nasr
FINUS,43.64863,-70.36722,faa-nasr
FISAL,43.93823,-69.94323,faa-nasr
FISBO,41.79892,-71.50353,faa-nasr
FISRR,41.25837,-71.9542,faa-nasr
FITZY,42.87009,-71.52132,faa-nasr
FIVBO,45.08906,-69.18879,faa-nasr
FIVKO,44.26957,-69.80103,faa-nasr
FIXUG,41.53598,-70.48505,faa-nasr
FLAPE,41.06564,-71.0696,faa-nasr
FLEST,46.56768,-67.95904,faa-nasr
FLUOR,41.82974,-70.28047,faa-nasr
FLUTI,42.41243,-70.88665,faa-nasr
FODAG,44.78808,-67.45223,faa-nasr
FOGDO,44.3949,-70.75096,faa-nasr
FOGED,43.45089,-70.75402,faa-nasr
FOLIO,45.09879,-68.41202,faa-nasr
FOMEP,47.29133,-68.61577,faa-nasr
FOMLU,44.29482,-68.58978,faa-nasr
FOMUR,44.32622,-68.91506,faa-nasr
FONEB,45.11997,-70.14021,faa-nasr
FONUB,44.61322,-69.61451,faa-nasr
FORVR,43.65381,-70.2849,faa-nasr
FOSAN,42.88311,-71.71976,faa-nasr
FOSCO,43.27099,-70.59092,faa-nasr
FOSTY,41.84318,-71.64204,faa-nasr
FOXAL,44.9506,-70.67579,faa-nasr
FOXBO,41.91677,-70.24947,faa-nasr
FOXWD,41.80602,-71.80195,faa-nasr
FREDO,41.90567,-70.58223,faa-nasr
FREEH,43.02077,-71.5595,faa-nasr
FRIAR,44.44137,-69.88455,faa-nasr
FRILL,42.22987,-69.82464,faa-nasr
FROLY,41.61435,-71.02512,faa-nasr
FRRYY,43.81803,-70.54364,faa-nasr
FRSTE,44.13953,-68.86912,faa-nasr
FRSYD,43.77267,-70.21796,faa-nasr
FSSKK,42.31846,-70.80533,faa-nasr
FSTVL,44.10023,-70.22918,faa-nasr
FURBS,41.82576,-70.80089,faa-nasr
FYNER,56.04892,-5.11533,uk-aip
GAANS,44.67599,-69.85075,faa-nasr
GABEY,42.2261,-71.64069,faa-nasr
GABME,42.85578,-70.83437,faa-nasr
GACEK,43.38107,-71.9424,faa-nasr
GACMY,44.20166,-70.52106,faa-nasr
GADRE,41.22568,-70.01803,faa-nasr
GAILS,41.86903,-70.40214,faa-nasr
GALXI,41.27193,-70.42549,faa-nasr
GAPLI,50.0,-8.0,uk-aip
GARVE,42.34963,-71.04744,faa-nasr
GASPE,45.48304,-69.61208,faa-nasr
GASSE,42.26283,-71.85486,faa-nasr
GAUVN,46.73739,-68.21377,faa-nasr
GAVRE,41.42413,-70.66061,faa-nasr
GAYBL,42.83333,-62.0,faa-nasr
GELPO,48.64418,-9.50263,uk-aip
GEMIN,44.13776,-69.58898,faa-nasr
GENNA,40.77753,-69.39783,faa-nasr
GEONS,41.9888,-71.173,faa-nasr
GERVO,53.09139,-6.50667,ie-aip
GGABE,42.2748,-70.95091,faa-nasr
GILAN,55.23,-7.05,ie-aip
GILBE,45.43543,-69.5329,faa-nasr
GIMRO,53.65278,-5.74861,ie-aip
GINGA,56.92504,-9.5,uk-aip
GINNI,43.91244,-69.66882,faa-nasr
GIPER,51.0,-12.0,uk-aip
GISOK,51.50239,-5.12434,uk-aip
GISTI,53.0,-14.0,ie-aip
GITUS,50.33337,-5.69997,uk-aip
GLESO,41.51847,-70.67146,faa-nasr
GLLET,42.27335,-70.72257,faa-nasr
GLOWB,42.2894,-71.21838,faa-nasr
GLYDE,42.26773,-71.81188,faa-nasr
GNSET,41.93144,-71.26165,faa-nasr
GOLEE,42.49539,-71.64352,faa-nasr
GOMTE,43.65254,-70.20103,faa-nasr
GOMUP,57.0,-10.0,uk-aip
GONAN,45.0,-14.0,uk-aip
GONNG,41.73399,-71.48895,faa-nasr
GORHM,43.52543,-70.56996,faa-nasr
GOSHI,42.03641,-71.16309,faa-nasr
GOTEM,51.82389,-7.82,ie-aip
GOTNA,54.59484,-5.59801,uk-aip
GRAPS,42.68841,-71.15286,faa-nasr
GRAYC,44.59677,-67.52613,faa-nasr
GRGIO,42.58593,-70.56511,faa-nasr
GRIBS,61.5,-63.0,faa-nasr
GRIFI,42.31171,-70.93493,faa-nasr
GRINS,47.2889,-68.12577,faa-nasr
GRIPE,42.1358,-71.90902,faa-nasr
GRITI,43.66312,-70.22137,faa-nasr
GRNAT,43.0822,-71.52281,faa-nasr
GROGG,41.46554,-70.14331,faa-nasr
GRONC,41.14522,-71.75771,faa-nasr
GRUMP,43.55162,-71.39107,faa-nasr
GRVEL,43.07844,-70.83893,faa-nasr
GUBJE,52.04097,-5.54522,uk-aip
GUNSO,49.05278,-11.76833,uk-aip
GUNTY,43.49008,-70.48874,faa-nasr
GURGA,53.11528,-6.83333,ie-aip
GUTYE,45.42531,-67.73397,faa-nasr
HABBA,43.92224,-69.6423,faa-nasr
HABEG,44.09557,-69.8168,faa-nasr
HABOT,43.99461,-71.13495,faa-nasr
HABRU,42.88153,-70.9441,faa-nasr
HAGET,42.67257,-71.20632,faa-nasr
HAGLO,43.41039,-71.99221,faa-nasr
HAGTU,41.60255,-70.42538,faa-nasr
HAKAM,42.72597,-71.48539,faa-nasr
HALBO,44.409,-68.38956,faa-nasr
HALED,44.56521,-68.27003,faa-nasr
HAMUB,42.37755,-71.33263,faa-nasr
HAREG,43.15454,-70.6447,faa-nasr
HAREK,41.82235,-70.55701,faa-nasr
HASUM,42.02169,-71.24201,faa-nasr
HASVI,44.53422,-70.49908,faa-nasr
HATEN,46.62061,-68.02315,faa-nasr
HATLE,44.10813,-70.22843,faa-nasr
HAVAN,43.27804,-70.96039,faa-nasr
HAVNS,42.29861,-70.46167,faa-nasr
HAVRD,42.16857,-70.7696,faa-nasr
HAXEM,41.54321,-71.2917,faa-nasr
HEARR,42.44702,-70.70976,faa-nasr
HEDGI,42.78627,-71.62502,faa-nasr
HEFTY,41.90533,-71.564,faa-nasr
HEKIS,45.09416,-67.36189,faa-nasr
HEKPU,44.54493,-70.54322,faa-nasr
HELNO,44.64228,-71.21177,faa-nasr
HENEY,42.93533,-70.94543,faa-nasr
HEPTA,43.61351,-70.33522,faa-nasr
HERBJ,44.16598,-68.69349,faa-nasr
HERKU,41.65605,-70.61808,faa-nasr
HERON,55.34314,-5.0,uk-aip
HESIS,45.44186,-68.60755,faa-nasr
HESKO,42.80846,-71.56923,faa-nasr
HEVUR,44.14517,-69.07122,faa-nasr
HEWMO,42.18765,-70.73504,faa-nasr
HEXUS,42.34011,-70.76368,faa-nasr
HHIGH,41.69215,-71.31896,faa-nasr
HHOOK,44.40812,-70.7767,faa-nasr
HHOTT,41.80025,-71.91098,faa-nasr
HIBAG,44.41874,-68.57597,faa-nasr
HIBOB,44.60343,-69.13879,faa-nasr
HIBTU,46.27464,-67.65951,faa-nasr
HIDID,43.70386,-71.71358,faa-nasr
HIDRI,42.59427,-71.537,faa-nasr
HIGUS,42.74487,-71.54055,faa-nasr
HIKOD,43.55888,-70.98153,faa-nasr
HIKSO,41.18614,-69.96578,faa-nasr
HILRY,40.88442,-69.56636,faa-nasr
HINOT,45.00074,-70.1856,faa-nasr
HINUD,45.65422,-69.92248,faa-nasr
HIRIM,44.29335,-69.65322,faa-nasr
HIRKA,41.41936,-71.96356,faa-nasr
HIRMN,43.93389,-70.84077,faa-nasr
HIVDI,45.63036,-70.17498,faa-nasr
HLFWY,43.64769,-70.06926,faa-nasr
HNNNT,44.62218,-71.20099,faa-nasr
HNOVR,42.5354,-70.82996,faa-nasr
HOBET,41.55514,-71.24589,faa-nasr
HOCCY,42.23131,-71.15306,faa-nasr
HODVU,41.67932,-71.45991,faa-nasr
HOGOK,43.99821,-70.3157,faa-nasr
HOIST,55.03333,-57.0,faa-nasr
HOKAT,43.80997,-71.73778,faa-nasr
HOKDU,42.34554,-70.5655,faa-nasr
HOKEL,41.40291,-70.25342,faa-nasr
HOKMI,41.86424,-71.573,faa-nasr
HOLIB,44.80819,-70.65896,faa-nasr
HOMUX,42.64448,-70.98032,faa-nasr
HOPMU,44.50737,-69.91649,faa-nasr
HOPTU,41.78094,-71.03601,faa-nasr
HOPUL,42.13663,-71.51995,faa-nasr
HORAX,41.2274,-70.80004,faa-nasr
HOSEP,44.99969,-68.79882,faa-nasr
HOSOS,44.94894,-68.62482,faa-nasr
HOTVU,42.1544,-71.31321,faa-nasr
HOVOB,44.35139,-71.89368,faa-nasr
HOXEB,46.68672,-67.95545,faa-nasr
HOXUD,41.57962,-69.96648,faa-nasr
HRALD,42.38007,-71.25798,faa-nasr
HRHME,46.09118,-67.86475,faa-nasr
HRRIS,42.46133,-71.15602,faa-nasr
HSBRO,41.78828,-71.37239,faa-nasr
HSKEL,43.65356,-71.04774,faa-nasr
HSONG,44.23342,-68.86676,faa-nasr
HUBAG,44.78856,-69.66281,faa-nasr
HUBIR,42.33471,-70.96489,faa-nasr
HUDAG,42.16074,-70.58469,faa-nasr
HUDOP,41.82114,-70.34523,faa-nasr
HUDPO,42.0344,-70.76087,faa-nasr
HUDRI,45.01301,-68.6385,faa-nasr
HUFEE,42.3543,-70.89399,faa-nasr
HULEM,41.56995,-71.38645,faa-nasr
HULTN,46.03952,-67.83391,faa-nasr
HUMAX,46.69038,-68.01613,faa-nasr
HUNUX,44.11581,-68.78589,faa-nasr
HURBE,42.46076,-70.85196,faa-nasr
HURDS,44.93794,-71.99462,faa-nasr
HUREX,41.82052,-71.90063,faa-nasr
HURKU,42.29142,-71.18233,faa-nasr
HURLA,44.49671,-68.24169,faa-nasr
HUSAT,43.48391,-70.05027,faa-nasr
HUTUB,41.76962,-71.47242,faa-nasr
HUVIR,44.14311,-68.95464,faa-nasr
HYLND,42.78087,-71.2753,faa-nasr
IBATU,54.08667,-8.01417,ie-aip
IBERG,49.0,-52.0,faa-nasr
IBROD,56.5,-10.0,uk-aip
IBTES,54.44033,-5.0542,uk-aip
IBUNY,44.19548,-70.54108,faa-nasr
IBYED,43.69581,-70.17318,faa-nasr
ICARA,41.84732,-70.90756,faa-nasr
IDATE,47.16054,-68.54647,faa-nasr
IDEAR,41.83061,-71.33674,faa-nasr
IDEED,42.90996,-70.68641,faa-nasr
IDEXA,53.47056,-5.16417,uk-aip
IDIKE,41.87423,-71.53135,faa-nasr
IGEFY,44.36601,-68.685,faa-nasr
IGILE,43.85821,-69.31583,faa-nasr
IHEYA,43.51773,-71.60116,faa-nasr
IHHUB,41.18761,-70.52158,faa-nasr
IHOBB,42.72812,-71.48657,faa-nasr
IHXOK,41.70254,-71.00129,faa-nasr
IJALA,51.28285,-6.43151,uk-aip
IKAVE,46.91794,-68.03131,faa-nasr
IKEXE,44.9786,-69.07666,faa-nasr
IKMAN,62.5,-63.0,faa-nasr
IKMOW,44.94495,-69.1643,faa-nasr
ILACI,41.16685,-71.59319,faa-nasr
ILICU,42.3308,-71.08,faa-nasr
ILZID,44.18155,-69.57089,faa-nasr
IMAMA,46.73598,-67.78915,faa-nasr
INKOW,43.39696,-71.62815,faa-nasr
INKUR,53.5975,-7.39139,ie-aip
INNDY,41.772,-71.09887,faa-nasr
INNUF,59.11817,-8.04299,uk-aip
INRAD,52.25806,-9.15028,ie-aip
IPADE,41.35616,-70.32914,faa-nasr
IPESE,47.04458,-68.24822,faa-nasr
IPKAH,43.61533,-70.61352,faa-nasr
IPSET,54.51823,-5.45248,uk-aip
IQSAL,43.98986,-68.84972,faa-nasr
IRANE,44.41713,-70.79464,faa-nasr
IRBIM,58.65333,-60.53262,faa-nasr
IRGAW,42.57611,-71.37171,faa-nasr
IRKUM,52.99664,-5.37762,uk-aip
IRLOK,54.53333,-57.0,faa-nasr
IRSEW,42.32266,-71.02553,faa-nasr
ISEGE,43.10179,-71.73347,faa-nasr
ISLAY,42.49623,-71.06088,faa-nasr
ISUCO,42.30888,-71.15026,faa-nasr
ITASE,45.05909,-68.96688,faa-nasr
ITAWA,43.25678,-70.96992,faa-nasr
ITAWT,43.17329,-71.15926,faa-nasr
ITAYI,43.33996,-70.78007,faa-nasr
ITSEE,43.71034,-70.32688,faa-nasr
ITUXY,43.98607,-69.66926,faa-nasr
IVAFO,45.10917,-68.58363,faa-nasr
IVVEW,45.6486,-68.53609,faa-nasr
IYANA,42.05458,-70.82797,faa-nasr
JAAZZ,42.8046,-71.60242,faa-nasr
JABEX,49.0,-9.5025,ie-aip
JABMU,42.46702,-71.56823,faa-nasr
JABTI,45.58168,-68.6786,faa-nasr
JAGAD,43.57774,-71.48411,faa-nasr
JAGRA,41.40759,-71.37238,faa-nasr
JAGSU,41.6449,-70.49902,faa-nasr
JAITE,42.29663,-70.70982,faa-nasr
JALMI,44.10635,-69.77746,faa-nasr
JAMOS,42.32895,-71.11437,faa-nasr
JANAG,42.11551,-70.12271,faa-nasr
JANIR,41.42367,-70.21285,faa-nasr
JANJO,54.03333,-57.0,faa-nasr
JANOB,43.84637,-70.38728,faa-nasr
JARBU,45.66581,-70.37836,faa-nasr
JAREM,44.39258,-70.51272,faa-nasr
JAROM,44.16667,-54.88333,faa-nasr
JASOR,44.3967,-68.20016,faa-nasr
JAVUN,45.75202,-69.95212,faa-nasr
JAWZZ,41.40224,-70.84257,faa-nasr
JAXOT,43.74702,-70.14205,faa-nasr
JAXUS,42.65706,-70.97456,faa-nasr
JAYHA,41.73321,-70.44042,faa-nasr
JAYHO,44.76178,-67.79808,faa-nasr
JAYNA,41.82108,-71.20378,faa-nasr
JAYSE,42.45882,-71.16075,faa-nasr
JEBBY,43.07222,-57.86806,faa-nasr
JEBIM,41.59951,-70.55695,faa-nasr
JEBIV,45.64757,-68.3743,faa-nasr
JEBUN,43.66053,-71.46106,faa-nasr
JEDUM,44.44143,-68.51378,faa-nasr
JEEET,41.85288,-71.49636,faa-nasr
JEGDO,42.77219,-71.20012,faa-nasr
JEGIS,44.47389,-69.72065,faa-nasr
JEGUB,47.09627,-67.91536,faa-nasr
JEKDI,42.0736,-70.54861,faa-nasr
JELCO,60.7,-67.0,faa-nasr
JELUB,47.31118,-68.39181,faa-nasr
JENAA,42.57444,-70.73167,faa-nasr
JENDI,42.62232,-71.13392,faa-nasr
JERED,44.98813,-69.25677,faa-nasr
JESOD,43.96033,-69.13237,faa-nasr
JESUL,44.48865,-68.33865,faa-nasr
JETAM,46.73458,-67.76215,faa-nasr
JETSA,44.75107,-69.72554,faa-nasr
JEWIT,41.69609,-71.82588,faa-nasr
JEXAT,44.88749,-66.9697,faa-nasr
JEXEN,44.28163,-70.67693,faa-nasr
JFUND,42.58648,-71.82109,faa-nasr
JIDPA,41.60694,-70.60536,faa-nasr
JIGZY,45.10456,-70.99369,faa-nasr
JIKUK,41.58785,-71.58209,faa-nasr
JIMBU,45.53724,-69.87815,faa-nasr
JIMGU,42.75369,-71.47605,faa-nasr
JIMUG,42.79919,-71.81242,faa-nasr
JINOG,44.32876,-71.85647,faa-nasr
JISMI,42.46737,-71.25231,faa-nasr
JJIMY,42.4178,-71.15641,faa-nasr
JOBAP,41.3287,-70.15462,faa-nasr
JOBBY,44.40959,-71.07864,faa-nasr
JOBEB,41.95899,-70.47607,faa-nasr
JOBEE,42.17832,-70.99226,faa-nasr
JOBOC,40.11667,-67.0,faa-nasr
JODLE,41.35522,-70.65081,faa-nasr
JOGIL,41.50225,-71.88909,faa-nasr
JOGRU,43.76666,-71.70325,faa-nasr
JOHNZ,42.72302,-71.68217,faa-nasr
JOMGO,42.01422,-71.22633,faa-nasr
JOODY,41.78538,-71.28756,faa-nasr
JOOPY,48.5,-52.0,faa-nasr
JOPVU,42.48228,-71.41388,faa-nasr
JORDN,41.0547,-71.91463,faa-nasr
JOVIE,54.16667,-67.0,faa-nasr
JOXET,44.00622,-69.95174,faa-nasr
JSTER,42.1394,-70.61319,faa-nasr
JSTNN,43.01772,-71.49214,faa-nasr
JTOWN,41.47256,-71.35563,faa-nasr
JUBAM,42.34561,-71.19148,faa-nasr
JUBBB,42.42347,-70.97674,faa-nasr
JUDMU,41.97826,-70.9526,faa-nasr
JUDOX,43.10619,-71.66525,faa-nasr
JUGDO,41.74781,-70.36818,faa-nasr
JUKSA,44.95708,-68.72495,faa-nasr
JUMPR,41.17093,-71.24708,faa-nasr
JUNCA,45.29738,-67.89953,faa-nasr
JUPOT,42.08618,-69.96919,faa-nasr
JURDO,46.77383,-68.17456,faa-nasr
JURLI,44.00272,-69.64714,faa-nasr
JUSOV,41.78796,-70.74908,faa-nasr
JUVIN,43.44663,-70.22129,faa-nasr
KADCE,44.29331,-71.932,faa-nasr
KAGLY,63.5,-63.0,faa-nasr
KAKPE,45.51968,-69.70811,faa-nasr
KANJI,41.71728,-70.9162,faa-nasr
KANNI,42.63333,-67.0,faa-nasr
KATAH,46.08333,-69.0,faa-nasr
KAVCO,45.65175,-70.32311,faa-nasr
KAYCC,43.53947,-70.86045,faa-nasr
KB03E,45.5,-70.0,faa-nasr
KB03G,45.5,-68.0,faa-nasr
KB06E,46.0,-70.0,faa-nasr
KB06G,46.0,-68.0,faa-nasr
KB09E,46.5,-70.0,faa-nasr
KB09G,46.5,-68.0,faa-nasr
KB12G,47.0,-68.0,faa-nasr
KB63C,40.5,-72.0,faa-nasr
KB66C,41.0,-72.0,faa-nasr
KB66E,41.0,-70.0,faa-nasr
KB69C,41.5,-72.0,faa-nasr
KB69E,41.5,-70.0,faa-nasr
KB69G,41.5,-68.0,faa-nasr
KB72C,42.0,-72.0,faa-nasr
KB72E,42.0,-70.0,faa-nasr
KB72G,42.0,-68.0,faa-nasr
KB75C,42.5,-72.0,faa-nasr
KB75E,42.5,-70.0,faa-nasr
KB75G,42.5,-68.0,faa-nasr
KB78C,43.0,-72.0,faa-nasr
KB78E,43.0,-70.0,faa-nasr
KB78G,43.0,-68.0,faa-nasr
KB81C,43.5,-72.0,faa-nasr
KB81E,43.5,-70.0,faa-nasr
KB81G,43.5,-68.0,faa-nasr
KB84C,44.0,-72.0,faa-nasr
KB84E,44.0,-70.0,faa-nasr
KB84G,44.0,-68.0,faa-nasr
KB87C,44.5,-72.0,faa-nasr
KB87E,44.5,-70.0,faa-nasr
KB87G,44.5,-68.0,faa-nasr
KB90C,45.0,-72.0,faa-nasr
KB90E,45.0,-70.0,faa-nasr
KB90G,45.0,-68.0,faa-nasr
KEAND,44.95891,-67.10561,faa-nasr
KEBIG,45.99083,-70.85833,faa-nasr
KEBTY,43.77839,-69.84678,faa-nasr
KELME,43.64653,-70.336,faa-nasr
KELYS,42.44407,-70.95804,faa-nasr
KENAD,41.7468,-70.37329,faa-nasr
KENAT,42.6442,-71.85454,faa-nasr
KENEE,42.49821,-71.25448,faa-nasr
KENPY,42.09954,-71.34184,faa-nasr
KENTE,41.54149,-71.57915,faa-nasr
KENWI,42.15969,-70.94083,faa-nasr
KENZY,42.14491,-71.62606,faa-nasr
KERSY,43.36044,-71.77016,faa-nasr
KERVO,45.44493,-70.65077,faa-nasr
KESEG,60.01611,-6.01556,uk-aip
KESIX,56.95,-14.0,uk-aip
KETLA,62.46667,-58.0,faa-nasr
KEVLE,45.78216,-69.77526,faa-nasr
KEZAR,43.83643,-70.9549,faa-nasr
KHRIS,42.9503,-71.25988,faa-nasr
KIETH,40.10878,-68.36408,faa-nasr
KINFA,45.00673,-68.63336,faa-nasr
KIRAA,42.27541,-71.12827,faa-nasr
KIREY,45.05058,-70.83465,faa-nasr
KISUV,48.61213,-68.20886,faa-nasr
KJOHN,44.2125,-71.74944,faa-nasr
KLANE,42.41411,-70.68058,faa-nasr
KLEBB,42.10841,-70.61613,faa-nasr
KLIPS,57.7,-67.0,faa-nasr
KLUTZ,41.2998,-71.89172,faa-nasr
KN60C,40.0,-72.0,faa-nasr
KN60E,40.0,-70.0,faa-nasr
KN60G,40.0,-68.0,faa-nasr
KN63E,40.5,-70.0,faa-nasr
KN63G,40.5,-68.0,faa-nasr
KN66G,41.0,-68.0,faa-nasr
KODIK,53.46667,-57.2,faa-nasr
KOGAD,49.5,-15.0,uk-aip
KOHOG,41.89332,-71.10048,faa-nasr
KOKIB,54.5,-14.0,uk-aip
KOMAG,51.72639,-8.61528,ie-aip
KOMER,52.84944,-6.83333,ie-aip
KONRE,43.27531,-71.97766,faa-nasr
KOPME,42.32437,-71.09419,faa-nasr
KORAK,53.395,-7.79306,ie-aip
KOSHI,43.65545,-71.1421,faa-nasr
KOTOW,44.14591,-68.73046,faa-nasr
KRANK,44.85734,-69.40219,faa-nasr
KRANN,41.85519,-71.12346,faa-nasr
KRUSE,45.17807,-69.23288,faa-nasr
KUCAR,41.82001,-70.34646,faa-nasr
KUCEV,44.38021,-68.44361,faa-nasr
KUDAG,54.005,-7.9875,ie-aip
KUGUR,55.5,-10.0,uk-aip
KUNDE,41.76429,-71.46677,faa-nasr
KUNKE,44.14313,-69.02407,faa-nasr
KURLY,41.74609,-69.76438,faa-nasr
KURTE,44.2419,-69.74315,faa-nasr
KURUM,52.22861,-8.66472,ie-aip
KUVOX,58.08302,-7.60654,uk-aip
KWIET,42.32623,-70.93313,faa-nasr
KYLES,42.26257,-70.70371,faa-nasr
KYLOH,43.06475,-71.2293,faa-nasr
LABEL,43.78441,-70.7644,faa-nasr
LACKO,41.92005,-70.46451,faa-nasr
LACKS,40.00015,-68.19938,faa-nasr
LADNE,45.19734,-68.38499,faa-nasr
LADTI,42.74313,-71.09036,faa-nasr
LAFAY,41.46256,-71.72123,faa-nasr
LAGGO,47.22426,-68.57503,faa-nasr
LAKES,57.99889,-63.26583,faa-nasr
LAMEW,45.03254,-70.78173,faa-nasr
LANPI,52.18752,-5.3916,uk-aip
LAODE,43.80821,-69.31583,faa-nasr
LAPMO,53.40306,-5.94556,ie-aip
LARIE,41.82318,-69.97832,faa-nasr
LARLA,49.37809,-7.12089,uk-aip
LAROE,43.74964,-71.27999,faa-nasr
LASNO,48.59833,-9.0,uk-aip
LAUDS,45.41948,-68.20749,faa-nasr
LAWRN,42.20325,-71.82613,faa-nasr
LBSTA,42.8,-70.61353,faa-nasr
LEDEC,41.11295,-71.86896,faa-nasr
LEDGO,51.23994,-7.56796,uk-aip
LEEZI,42.68395,-70.74342,faa-nasr
LEKVA,51.5,-14.0,ie-aip
LELIC,42.6173,-71.82786,faa-nasr
LELSE,45.52733,-68.68591,faa-nasr
LEMGU,52.40599,-5.37677,uk-aip
LESLU,51.0,-8.0,uk-aip
LGURI,43.1626,-70.7387,faa-nasr
LIBBE,41.00441,-71.35565,faa-nasr
LIBOR,61.96667,-58.0,faa-nasr
LIDOW,44.35589,-71.8597,faa-nasr
LIFFY,53.48008,-5.5,uk-aip
LIGDE,41.89356,-71.96501,faa-nasr
LIGUW,43.91209,-68.89122,faa-nasr
LIKRE,43.24867,-71.19693,faa-nasr
LILKS,42.32774,-71.08149,faa-nasr
LILLN,45.04177,-68.47551,faa-nasr
LILNO,51.5925,-9.22,ie-aip
LIMER,43.68372,-70.91077,faa-nasr
LIMKA,54.50736,-5.21978,uk-aip
LIMRI,52.0,-15.0,ie-aip
LINRA,51.57972,-10.03222,ie-aip
LIPGO,53.06392,-5.5,uk-aip
LIPVE,44.67344,-69.44626,faa-nasr
LIRTY,44.33725,-69.84258,faa-nasr
LISBO,54.525,-6.09003,uk-aip
LISDE,46.71003,-67.90374,faa-nasr
LIVGE,41.97065,-71.45048,faa-nasr
LIZEE,42.32772,-71.02898,faa-nasr
LIZLU,43.74486,-70.22448,faa-nasr
LLIVE,42.99113,-71.61939,faa-nasr
LOBBY,42.50431,-71.60946,faa-nasr
LOBOW,45.8258,-69.51583,faa-nasr
LODLA,51.93611,-10.52806,ie-aip
LODTI,42.85724,-71.67277,faa-nasr
LOKZA,46.77251,-68.07949,faa-nasr
LOMPI,44.0,-57.0,faa-nasr
LOMSI,53.1,-56.78333,faa-nasr
LOMTA,57.20306,-62.61917,faa-nasr
LOMVO,53.27107,-5.17939,uk-aip
LONDU,52.91667,-12.5,ie-aip
LONER,42.39969,-70.76328,faa-nasr
LONEY,42.48201,-69.91173,faa-nasr
LOONN,43.58333,-71.38333,faa-nasr
LOOOF,41.50736,-71.39036,faa-nasr
LOPRO,48.7225,-57.70361,faa-nasr
LOPVI,59.26667,-64.25,faa-nasr
LORFF,43.6701,-70.19589,faa-nasr
LSMOR,43.63485,-70.16114,faa-nasr
LUBCA,42.71472,-71.2024,faa-nasr
LUBCI,44.80459,-66.81266,faa-nasr
LUCOS,41.63813,-70.76822,faa-nasr
LULEC,45.41198,-69.45318,faa-nasr
LULIY,41.47241,-70.41329,faa-nasr
LULOX,50.36667,-8.0,uk-aip
LUNIG,52.39722,-8.27611,ie-aip
LUPOR,52.54222,-9.70194,ie-aip
LURCH,42.89934,-71.80652,faa-nasr
LUSAT,53.16667,-6.23333,ie-aip
LUSEN,60.5,-10.0,uk-aip
LUTOV,55.23935,-10.0,uk-aip
LVRON,42.19868,-71.0997,faa-nasr
LWLND,42.58238,-71.01841,faa-nasr
LWRNC,42.74042,-71.09507,faa-nasr
LYHTT,42.32767,-70.89034,faa-nasr
