name,lat,lon,source
TULTA,48.57683,-8.0,uk-aip
TULUE,43.88671,-69.32244,faa-nasr
TUMAE,42.99004,-71.67284,faa-nasr
TUNUY,42.85501,-70.97481,faa-nasr
TURLU,50.07639,-8.0,uk-aip
TURTE,45.64988,-68.83067,faa-nasr
TUSKY,43.565,-67.0,faa-nasr
TUSTY,46.33344,-67.79924,faa-nasr
TUTOR,41.65463,-70.95801,faa-nasr
TUVEN,51.0,-8.25,ie-aip
TUXOS,55.97336,-7.5265,uk-aip
TUYOP,42.89521,-71.53742,faa-nasr
TUYUC,43.48161,-71.72034,faa-nasr
TWINC,43.65457,-70.16284,faa-nasr
TWOIF,42.47129,-71.14205,faa-nasr
TYING,45.15467,-69.19974,faa-nasr
TYLIR,43.05915,-71.16712,faa-nasr
UCCOX,44.62509,-69.88854,faa-nasr
UCENO,44.41983,-69.86894,faa-nasr
UCFAM,44.0676,-68.80811,faa-nasr
UDMAR,57.58333,-62.91667,faa-nasr
UFAZY,45.57248,-68.58625,faa-nasr
UFTAC,41.11693,-70.2444,faa-nasr
UJEFO,41.50851,-71.57431,faa-nasr
UJEGE,42.53639,-71.08245,faa-nasr
UKOYO,46.78424,-67.98736,faa-nasr
ULAKY,43.67622,-71.96897,faa-nasr
ULLAP,57.9,-5.16922,uk-aip
ULOGE,45.63077,-68.62725,faa-nasr
ULOVY,46.97297,-68.04947,faa-nasr
ULTAG,53.70028,-6.73806,ie-aip
UMAIN,44.88608,-68.94204,faa-nasr
UMANE,41.83523,-69.80022,faa-nasr
UMESI,50.83333,-52.6,faa-nasr
UMUMY,44.94474,-71.45514,faa-nasr
UNAVY,44.96234,-68.79041,faa-nasr
UNBEG,52.805,-9.73,ie-aip
UNIRE,42.55555,-70.88154,faa-nasr
UNIWY,41.34429,-70.53703,faa-nasr
UNLID,51.20917,-10.72472,ie-aip
UNTER,41.83807,-71.46475,faa-nasr
UNUYE,45.06773,-68.43956,faa-nasr
UPCAB,50.89675,-6.3171,uk-aip
UPDIZ,44.48826,-69.91759,faa-nasr
UPEYA,42.96383,-71.75133,faa-nasr
UPUJE,44.89281,-70.57795,faa-nasr
URFAX,42.71809,-70.9381,faa-nasr
URTAK,58.46667,-58.0,faa-nasr
URTEJ,43.21805,-71.55974,faa-nasr
USEZO,44.34076,-68.91086,faa-nasr
USNEC,44.10973,-70.84659,faa-nasr
UTBEQ,41.71328,-71.01932,faa-nasr
UYOSI,45.12536,-68.54359,faa-nasr
VACBU,43.25918,-71.77128,faa-nasr
VAILA,42.26698,-71.7359,faa-nasr
VAKPO,54.1903,-5.37756,uk-aip
VAPAL,51.87861,-7.82167,ie-aip
VATRY,52.55444,-5.5,uk-aip
VEGGS,46.87045,-68.11599,faa-nasr
VENER,54.5,-15.0,uk-aip
VENTE,42.14009,-71.89391,faa-nasr
VERMT,45.16761,-67.3078,faa-nasr
VESMI,57.96667,-58.0,faa-nasr
VESSL,41.14528,-70.59209,faa-nasr
VIENA,44.56938,-69.94423,faa-nasr
VIGDU,45.47368,-67.49552,faa-nasr
VIGYU,41.49892,-70.09422,faa-nasr
VINDI,45.67117,-70.51969,faa-nasr
VINSI,47.89833,-57.36583,faa-nasr
VITOL,41.78333,-67.0,faa-nasr
VIVIL,46.16224,-70.88723,faa-nasr
VOCUS,42.45408,-70.96189,faa-nasr
VOVCU,42.60483,-70.80388,faa-nasr
VPBAY,42.26944,-70.82472,faa-nasr
VPBIG,41.09444,-71.91667,faa-nasr
VPBLT,42.32778,-70.89,faa-nasr
VPCGS,42.36806,-71.05222,faa-nasr
VPCOH,42.22631,-70.81561,faa-nasr
VPCUT,41.42494,-70.91708,faa-nasr
VPEVS,42.39194,-71.06833,faa-nasr
VPFEN,42.20972,-71.14806,faa-nasr
VPFRA,42.30258,-71.39422,faa-nasr
VPFRE,42.41722,-71.20528,faa-nasr
VPGVL,42.36472,-70.86972,faa-nasr
VPHAM,42.50222,-71.11917,faa-nasr
VPHOL,41.51761,-70.67661,faa-nasr
VPHUL,42.30328,-70.92169,faa-nasr
VPLPT,41.39011,-70.04639,faa-nasr
VPMLT,41.07778,-71.85,faa-nasr
VPNED,42.30842,-71.24394,faa-nasr
VPPEA,42.542,-70.94481,faa-nasr
VPPIK,42.33944,-71.26556,faa-nasr
VPPIT,41.4203,-70.6043,faa-nasr
VPQUA,42.20167,-71.07972,faa-nasr
VPQUB,42.21,-70.99722,faa-nasr
VPSAL,42.79092,-71.22145,faa-nasr
VPSCI,42.19822,-70.72817,faa-nasr
VPSPF,42.40333,-71.15778,faa-nasr
VPTOB,42.52361,-70.99694,faa-nasr
VPTPT,41.30844,-70.05611,faa-nasr
VPTUC,41.30514,-70.25714,faa-nasr
VPWAK,42.51194,-71.08739,faa-nasr
VPWAN,42.61458,-71.32417,faa-nasr
VPWYN,41.3655,-70.6397,faa-nasr
VUPBU,42.1589,-70.39296,faa-nasr
VYNAL,44.18799,-68.79737,faa-nasr
WAATR,42.45782,-70.82554,faa-nasr
WACHU,42.65242,-71.4811,faa-nasr
WACKY,41.34042,-71.8562,faa-nasr
WADET,43.72556,-70.14113,faa-nasr
WAGUM,43.64303,-70.16304,faa-nasr
WAIFS,44.53335,-68.96559,faa-nasr
WAIVS,41.31491,-69.98231,faa-nasr
WAKBI,42.79449,-70.86643,faa-nasr
WALLU,41.74331,-71.64075,faa-nasr
WALOT,44.84616,-71.56063,faa-nasr
WAMED,44.55632,-69.64168,faa-nasr
WANTU,42.34859,-71.05329,faa-nasr
WAPOG,41.42516,-71.91204,faa-nasr
WASAL,44.02422,-70.58789,faa-nasr
WASPO,42.23009,-70.08235,faa-nasr
WATAN,46.00592,-68.15096,faa-nasr
WATIR,41.56132,-71.4001,faa-nasr
WAVBO,43.07574,-71.26512,faa-nasr
WAVON,41.18686,-71.34677,faa-nasr
WAWIK,41.61988,-71.65263,faa-nasr
WAXAL,42.00654,-71.33469,faa-nasr
WAXEN,42.58456,-70.91297,faa-nasr
WBLAK,44.57102,-70.12745,faa-nasr
WEBDI,41.29102,-70.10459,faa-nasr
WEEBB,43.65142,-70.247,faa-nasr
WEENS,44.75334,-69.52138,faa-nasr
WEEZE,42.84804,-70.34335,faa-nasr
WEIPY,45.56004,-69.72273,faa-nasr
WELSO,42.88775,-71.31854,faa-nasr
WELUG,45.59938,-69.84239,faa-nasr
WEMAM,42.27198,-71.74756,faa-nasr
WEMIX,41.75786,-70.72844,faa-nasr
WEMUL,41.80936,-71.04815,faa-nasr
WEPSO,42.56689,-71.42365,faa-nasr
WERID,41.2185,-70.7774,faa-nasr
WESOV,44.06554,-70.67866,faa-nasr
WETFI,53.82974,-5.5,uk-aip
WETRE,41.58803,-70.61404,faa-nasr
WHALE,42.19778,-67.0,faa-nasr
WHAME,44.26028,-68.48422,faa-nasr
WHIPS,41.70433,-70.10592,faa-nasr
WHYBE,42.25384,-71.41654,faa-nasr
WHYOO,43.55687,-70.10784,faa-nasr
WIBAS,42.33719,-71.12364,faa-nasr
WICKD,43.68471,-70.23004,faa-nasr
WIDON,41.64514,-70.99261,faa-nasr
WIDUP,42.48111,-71.16155,faa-nasr
WIFJO,42.63217,-71.36102,faa-nasr
WIKIT,41.64817,-71.48998,faa-nasr
WILKO,45.40907,-69.40421,faa-nasr
WILVI,43.51964,-71.59498,faa-nasr
WIMPY,42.47995,-70.61352,faa-nasr
WINDZ,42.3787,-71.0454,faa-nasr
WINIR,43.22426,-70.86795,faa-nasr
WINNI,42.11714,-71.12451,faa-nasr
WINPO,44.792,-69.68867,faa-nasr
WINTA,42.50346,-71.36657,faa-nasr
WIPNO,42.92414,-71.09412,faa-nasr
WIREG,41.99365,-70.41954,faa-nasr
WIRUB,45.15018,-68.72704,faa-nasr
WISUG,42.26113,-71.74577,faa-nasr
WITCH,42.68329,-70.87954,faa-nasr
WITTR,42.27091,-71.53973,faa-nasr
WIVPA,41.75305,-71.40201,faa-nasr
WIXEL,44.41886,-70.79762,faa-nasr
WIXIV,45.26911,-68.22598,faa-nasr
WNDHM,43.75291,-70.37328,faa-nasr
WOBMU,42.64028,-71.20406,faa-nasr
WOBUR,42.47775,-71.16491,faa-nasr
WODAD,44.25283,-68.28355,faa-nasr
WODDE,42.77368,-71.01916,faa-nasr
WODGI,44.10755,-69.96446,faa-nasr
WOKID,44.38034,-70.72262,faa-nasr
WOLAD,41.80423,-71.31531,faa-nasr
WOLVO,41.49656,-70.6559,faa-nasr
WOMEK,41.94917,-70.49767,faa-nasr
WOONS,41.95058,-71.50704,faa-nasr
WOOPS,43.70224,-70.19841,faa-nasr
WORRN,42.31978,-70.94491,faa-nasr
WOSAD,44.81471,-71.40228,faa-nasr
WOTAM,43.22615,-71.60111,faa-nasr
WOTBU,42.69122,-71.85168,faa-nasr
WOYNU,41.60497,-70.50794,faa-nasr
WRAPT,45.52693,-69.35003,faa-nasr
WUBAT,44.75205,-67.45902,faa-nasr
WUBEP,44.13576,-70.25431,faa-nasr
WUDDE,44.23684,-70.16532,faa-nasr
WUGES,44.73121,-69.07201,faa-nasr
WUGLA,42.05476,-70.73255,faa-nasr
WUGNI,42.23116,-70.486,faa-nasr
WUKBA,43.07143,-70.78002,faa-nasr
WULGA,42.15791,-70.02627,faa-nasr
WUMUB,44.72102,-67.46486,faa-nasr
WUMUP,42.76973,-71.06611,faa-nasr
WUNKU,43.77533,-71.71015,faa-nasr
WUPUP,46.58915,-67.70917,faa-nasr
WUSTI,44.7478,-69.91819,faa-nasr
WUSUP,42.51396,-70.83548,faa-nasr
WUTEG,44.64146,-69.09041,faa-nasr
WUTPI,44.46402,-69.74957,faa-nasr
WYANE,42.53039,-70.92481,faa-nasr
WYLIE,44.24342,-70.9994,faa-nasr
WYLYY,42.30082,-71.10067,faa-nasr
WYMMA,45.13317,-67.46434,faa-nasr
WYMTH,42.21479,-70.82237,faa-nasr
XAWFE,43.36654,-70.76448,faa-nasr
XETBO,52.0,-14.0,ie-aip
XOHWI,42.89157,-71.40992,faa-nasr
XUDAJ,41.60828,-71.41388,faa-nasr
YAABA,41.64367,-71.58,faa-nasr
YAAKK,43.58097,-69.95668,faa-nasr
YAARD,42.22236,-70.83994,faa-nasr
YAAZZ,42.19189,-70.66287,faa-nasr
YADPU,42.2929,-71.57133,faa-nasr
YAHOO,41.06925,-69.74622,faa-nasr
YANTC,41.55634,-71.99915,faa-nasr
YATUT,44.45218,-69.33967,faa-nasr
YBERA,41.63906,-71.52499,faa-nasr
YECKA,43.46893,-71.4372,faa-nasr
YECKU,44.49507,-70.10819,faa-nasr
YEDUL,42.64272,-71.53134,faa-nasr
YEYUV,43.4094,-70.66914,faa-nasr
YIGUC,47.32413,-67.97867,faa-nasr
YIKUP,44.56757,-69.64935,faa-nasr
YINUY,42.82691,-70.87504,faa-nasr
YITUR,42.99271,-70.49728,faa-nasr
YIVUP,41.27791,-70.03145,faa-nasr
YIXCO,44.84623,-68.88426,faa-nasr
YKNOT,45.64253,-68.71902,faa-nasr
YMATT,42.69248,-71.04983,faa-nasr
YODGU,43.11633,-71.44935,faa-nasr
YOKNZ,42.99493,-70.75553,faa-nasr
YOMON,43.4918,-70.02731,faa-nasr
YOSTT,44.47594,-69.52399,faa-nasr
YOULL,42.81308,-71.36366,faa-nasr
YOUUK,42.4455,-71.0098,faa-nasr
YUDUL,44.60597,-69.89317,faa-nasr
YUKES,43.27997,-70.81326,faa-nasr
YUKEY,43.64234,-70.27385,faa-nasr
YUNUK,46.20345,-67.72187,faa-nasr
YURUN,43.54212,-71.52056,faa-nasr
YUWFY,41.46538,-70.85396,faa-nasr
ZABDA,44.77036,-69.69328,faa-nasr
ZAGIX,41.71719,-70.62512,faa-nasr
ZAKTI,45.6502,-68.95889,faa-nasr
ZAKUX,44.35738,-69.82471,faa-nasr
ZAMBE,42.17012,-71.62369,faa-nasr
ZAMKI,42.17953,-71.53399,faa-nasr
ZANAK,45.75887,-69.65686,faa-nasr
ZAPOB,42.57716,-70.96388,faa-nasr
ZASAB,41.58821,-70.19441,faa-nasr
ZASID,41.88495,-70.75783,faa-nasr
ZASMU,42.37719,-71.0218,faa-nasr
ZASNA,41.31124,-70.70506,faa-nasr
ZEDUP,41.46996,-69.97971,faa-nasr
ZEDVI,41.74663,-70.88505,faa-nasr
ZEKOG,45.09392,-70.32458,faa-nasr
ZEKUN,41.71061,-71.43888,faa-nasr
ZELKA,42.49497,-71.55341,faa-nasr
ZEMSI,44.93456,-70.75113,faa-nasr
ZERIR,41.62017,-70.86321,faa-nasr
ZETGU,43.84001,-69.93096,faa-nasr
ZEVAT,45.08879,-69.51647,faa-nasr
ZEXAS,44.039,-70.16388,faa-nasr
ZIGOS,44.07401,-69.15372,faa-nasr
ZIMFA,44.97396,-68.93608,faa-nasr
ZIMOT,42.62996,-71.17426,faa-nasr
ZINDU,42.65831,-70.99571,faa-nasr
ZIRMU,43.43687,-70.60784,faa-nasr
ZIRNO,43.7386,-70.34231,faa-nasr
ZIRSO,43.55455,-70.26586,faa-nasr
ZISGA,41.70017,-71.24816,faa-nasr
ZIVSA,44.76393,-69.70404,faa-nasr
ZODBI,42.89729,-71.31447,faa-nasr
ZODED,42.04868,-71.29854,faa-nasr
ZOGTU,44.91412,-70.15589,faa-nasr
ZOMIB,42.53549,-71.23496,faa-nasr
ZOSTI,44.45228,-69.03425,faa-nasr
ZOTBO,44.17762,-68.9344,faa-nasr
ZOVTI,44.89215,-71.49277,faa-nasr
ZUDBY,42.36331,-70.97021,faa-nasr
ZUDEK,44.73426,-67.46237,faa-nasr
ZUGUR,44.66125,-69.88007,faa-nasr
ZULBU,44.32229,-71.84585,faa-nasr
ZUMOL,42.40519,-70.98559,faa-nasr
ZUMSI,44.75699,-68.7553,faa-nasr
ZUNAN,45.80249,-69.65486,faa-nasr
ZUNUX,41.63195,-70.80763,faa-nasr
ZUPRO,42.60403,-71.34709,faa-nasr
ZURIC,43.20456,-70.62158,faa-nasr
ZUROT,43.6292,-71.23027,faa-nasr
ZUTEG,45.63225,-70.23335,faa-nasr
ZUVAR,45.22776,-67.60989,faa-nasr
ZUVIK,43.6844,-70.26881,faa-nasr
ZUVLI,43.0239,-71.39082,faa-nasr
